,bleu,dropout,loss,lr,step,member
0,0.0,0.1,10.06332778930664,-4.0,100,140659243877152
1,0.0,0.1,7.365302562713623,-4.0,200,140659243877152
2,0.0,0.1,6.555247783660889,-4.0,300,140659243877152
3,0.0,0.1,6.076269149780273,-4.0,400,140659243877152
4,0.0,0.1,5.774913311004639,-4.0,500,140659243877152
5,0.0,0.1,5.609186172485352,-4.0,600,140659243877152
6,0.0,0.1,5.542661666870117,-4.0,700,140659243877152
7,0.0,0.1,5.520475387573242,-4.0,800,140659243877152
8,0.0,0.1,5.5110063552856445,-4.0,900,140659243877152
9,0.0,0.1,5.5066399574279785,-4.0,1000,140659243877152
10,0.0,0.1,5.503385066986084,-4.0,1100,140659243877152
11,0.0,0.1,5.501109600067139,-4.0,1200,140659243877152
12,0.0,0.1,5.498585224151611,-4.0,1300,140659243877152
13,0.0,0.1,5.4116411209106445,-4.0,1400,140659243877152
14,0.0,0.1,5.3071393966674805,-4.0,1500,140659243877152
15,0.0,0.1,5.224729537963867,-4.0,1600,140659243877152
16,0.0,0.1,5.151372909545898,-4.0,1700,140659243877152
17,0.0,0.1,5.089923858642578,-4.0,1800,140659243877152
18,0.0,0.1,5.043195724487305,-4.0,1900,140659243877152
19,0.006229651305256083,0.4,4.185749053955078,-2.4000000953674316,2000,140659243877152
20,0.003501748143390906,0.4,4.190212249755859,-2.4000000953674316,2100,140659243877152
21,0.008746184517254622,0.4,4.078541278839111,-2.4000000953674316,2200,140659243877152
22,0.012731310468719876,0.4,3.972306489944458,-2.4000000953674316,2300,140659243877152
23,0.014778206736751556,0.4,3.8711812496185303,-2.4000000953674316,2400,140659243877152
24,0.021513757804174555,0.4,3.77653169631958,-2.4000000953674316,2500,140659243877152
25,0.026378770752040825,0.4,3.6822662353515625,-2.4000000953674316,2600,140659243877152
26,0.03378367001822951,0.4,3.5825421810150146,-2.4000000953674316,2700,140659243877152
27,0.03944446677176847,0.4,3.506154775619507,-2.4000000953674316,2800,140659243877152
28,0.04278715928067163,0.4,3.4291281700134277,-2.4000000953674316,2900,140659243877152
29,0.048546165957464346,0.4,3.356193780899048,-2.4000000953674316,3000,140659243877152
30,0.05083564549229911,0.4,3.2980000972747803,-2.4000000953674316,3100,140659243877152
31,0.05593876607398015,0.4,3.2400717735290527,-2.4000000953674316,3200,140659243877152
32,0.059364763820644026,0.4,3.1966185569763184,-2.4000000953674316,3300,140659243877152
33,0.06321964452283618,0.4,3.1488115787506104,-2.4000000953674316,3400,140659243877152
34,0.06249007797799154,0.4,3.111435651779175,-2.4000000953674316,3500,140659243877152
35,0.06718989476057334,0.4,3.0709598064422607,-2.4000000953674316,3600,140659243877152
36,0.06527733503273113,0.4,3.037391424179077,-2.4000000953674316,3700,140659243877152
37,0.06987498186826342,0.4,3.005507707595825,-2.4000000953674316,3800,140659243877152
38,0.07158000761694591,0.4,2.985841989517212,-2.4000000953674316,3900,140659243877152
39,0.07529946513942502,0.4,2.9520761966705322,-2.4000000953674316,4000,140659243877152
40,0.07780297657926649,0.4,2.915769338607788,-2.4000000953674316,4100,140659243877152
41,0.0786982486357934,0.4,2.8975207805633545,-2.4000000953674316,4200,140659243877152
42,0.07771225636117667,0.4,2.885659694671631,-2.4000000953674316,4300,140659243877152
43,0.08101196639116566,0.4,2.8655266761779785,-2.4000000953674316,4400,140659243877152
44,0.0822668877408978,0.4,2.831740379333496,-2.4000000953674316,4500,140659243877152
45,0.08635444398587001,0.4,2.8133177757263184,-2.4000000953674316,4600,140659243877152
46,0.08470529929347168,0.4,2.791325092315674,-2.4000000953674316,4700,140659243877152
47,0.08673444931573239,0.4,2.776577949523926,-2.4000000953674316,4800,140659243877152
48,0.08266770151789653,0.4,2.7651526927948,-2.4000000953674316,4900,140659243877152
49,0.08803647298428109,0.4,2.750303268432617,-2.4000000953674316,5000,140659243877152
50,0.08603156634978654,0.4,2.7329087257385254,-2.4000000953674316,5100,140659243877152
51,0.09003104373205327,0.4,2.7122397422790527,-2.4000000953674316,5200,140659243877152
52,0.09156385040151159,0.4,2.6963062286376953,-2.4000000953674316,5300,140659243877152
53,0.09455372001222087,0.4,2.686354160308838,-2.4000000953674316,5400,140659243877152
54,0.09012043577170938,0.4,2.6770284175872803,-2.4000000953674316,5500,140659243877152
55,0.09670348668502003,0.4,2.6635634899139404,-2.4000000953674316,5600,140659243877152
56,0.09486196425958238,0.4,2.6475870609283447,-2.4000000953674316,5700,140659243877152
57,0.09502020128206637,0.4,2.6427669525146484,-2.4000000953674316,5800,140659243877152
58,0.09939891446585586,0.4,2.636434316635132,-2.4000000953674316,5900,140659243877152
